	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Serinc5-201	109.0	139.0	226.0	120.0	170.0	0.0	17.0	2.0
Thbs4-201	9.0	7.0	10.0	12.0	6.0	0.0	0.0	0.0
Mtx3-201	3.0	9.0	14.0	7.0	2.0	6.0	0.0	3.0
Cmya5-201	2.0	1.0	0.0	0.0	7.0	5.0	2.0	5.0
Tent2-201	1669.0	1268.0	1835.0	1304.0	1303.0	333.0	327.0	310.0
Homer1-201	42.0	46.0	72.0	37.0	32.0	13.0	9.0	3.0
Jmy-201	12.0	27.0	25.0	14.0	26.0	20.0	7.0	13.0
Bhmt-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bhmt2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dmgdh-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arsb-201	772.0	623.0	1251.0	622.0	815.0	32.0	86.0	56.0
Lhfpl2-201	46.0	31.0	24.0	8.0	37.0	0.0	1.0	0.0
Scamp1-201	477.0	491.0	513.0	456.0	451.0	9.0	81.0	24.0
Ap3b1-201	1996.0	2121.0	2528.0	1867.0	2449.0	227.0	514.0	270.0
Tbca-201	491.0	514.0	382.0	396.0	460.0	1900.0	239.0	1546.0
Otp-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wdr41-201	623.0	523.0	884.0	511.0	585.0	88.0	151.0	84.0
Pde8b-208	17.0	26.0	33.0	20.0	27.0	24.0	16.0	24.0
Zbed3-202	16.0	17.0	26.0	17.0	34.0	2.0	11.0	6.0
Aggf1-201	1072.0	1168.0	1371.0	1104.0	1252.0	288.0	376.0	237.0
Crhbp-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100z-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2rl1-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2r-201	4.0	6.0	1.0	1.0	8.0	0.0	2.0	0.0
Iqgap2-201	343.0	472.0	780.0	435.0	1503.0	342.0	257.0	276.0
F2rl2-201	1.0	6.0	3.0	4.0	5.0	4.0	0.0	0.0
Sv2c-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20075-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm17190-202	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Poc5-201	611.0	492.0	701.0	551.0	442.0	57.0	120.0	43.0
Ankdd1b-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Polk-201	472.0	456.0	453.0	377.0	390.0	54.0	26.0	22.0
Col4a3bp-201	301.0	313.0	422.0	324.0	333.0	144.0	91.0	79.0
Hmgcr-201	1581.0	1367.0	1837.0	1431.0	1445.0	70.0	206.0	34.0
Ankrd31-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Gcnt4-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1700029F12Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam169a-202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Gm6169-201	5.0	1.0	1.0	5.0	7.0	0.0	3.0	0.0
Nsa2-201	1110.0	1161.0	1037.0	905.0	970.0	1753.0	539.0	2209.0
Gfm2-208	536.0	425.0	595.0	388.0	370.0	89.0	66.0	26.0
Hexb-201	3329.0	2891.0	4384.0	3068.0	2922.0	1040.0	677.0	885.0
Enc1-201	8.0	3.0	14.0	9.0	1.0	3.0	0.0	3.0
Gm10260-201	104.0	94.0	63.0	94.0	93.0	461.0	63.0	1032.0
Arhgef28-201	288.0	212.0	425.0	212.0	106.0	45.0	44.0	36.0
Utp15-201	829.0	901.0	899.0	742.0	587.0	69.0	118.0	100.0
Ankra2-201	364.0	295.0	386.0	286.0	332.0	90.0	88.0	73.0
Gm21976-202	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Btf3-201	5314.0	4790.0	4697.0	4372.0	3957.0	8109.0	1953.0	8987.0
Foxd1-201	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
Gm10320-201	0.0	2.0	0.0	3.0	3.0	3.0	2.0	11.0
Tmem174-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem171-201	11.0	7.0	7.0	0.0	20.0	41.0	6.0	40.0
Fcho2-201	2277.0	1876.0	2877.0	2148.0	1510.0	162.0	157.0	55.0
Tnpo1-201	3404.0	3021.0	3806.0	2830.0	1570.0	139.0	229.0	194.0
1700024P04Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp366-201	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
Ptcd2-201	1071.0	1149.0	1080.0	1016.0	992.0	68.0	229.0	194.0
Mrps27-201	610.0	650.0	635.0	618.0	448.0	65.0	150.0	137.0
Map1b-201	90.0	78.0	122.0	86.0	53.0	39.0	5.0	19.0
Cartpt-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mccc2-201	144.0	206.0	223.0	189.0	166.0	63.0	62.0	47.0
Bdp1-201	603.0	618.0	664.0	549.0	484.0	390.0	128.0	288.0
Serf1-201	145.0	126.0	118.0	81.0	113.0	454.0	70.0	561.0
Smn1-201	1179.0	1146.0	1279.0	1154.0	839.0	451.0	403.0	654.0
Naip2-202	1402.0	1206.0	1720.0	1171.0	1557.0	108.0	257.0	243.0
Naip5-201	1077.0	956.0	1293.0	916.0	1142.0	152.0	126.0	67.0
Naip6-202	278.0	263.0	387.0	260.0	416.0	38.0	32.0	8.0
Naip1-201	41.0	47.0	41.0	42.0	44.0	18.0	9.0	4.0
Gtf2h2-202	922.0	735.0	766.0	598.0	608.0	283.0	227.0	260.0
Ocln-202	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Marveld2-204	21.0	15.0	23.0	33.0	51.0	1.0	13.0	2.0
Rad17-201	1533.0	1376.0	1434.0	1075.0	1027.0	157.0	213.0	152.0
Ak6-201	574.0	677.0	551.0	458.0	438.0	643.0	176.0	887.0
Taf9-205	5618.0	4681.0	4734.0	4461.0	3617.0	1746.0	1191.0	1771.0
Ccdc125-201	2661.0	2087.0	2933.0	2004.0	2276.0	136.0	594.0	259.0
Cdk7-201	1183.0	1061.0	1063.0	892.0	1009.0	156.0	319.0	336.0
Mrps36-203	472.0	431.0	370.0	408.0	416.0	396.0	198.0	743.0
Cenph-201	773.0	502.0	667.0	525.0	425.0	490.0	179.0	450.0
Ccnb1-201	4206.0	3835.0	4329.0	3530.0	2864.0	545.0	819.0	510.0
Slc30a5-201	3128.0	3423.0	3508.0	3017.0	3273.0	450.0	624.0	265.0
Pik3r1-202	856.0	904.0	1589.0	845.0	751.0	178.0	153.0	103.0
Cd180-201	125.0	247.0	400.0	109.0	396.0	44.0	76.0	36.0
Mast4-207	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0
Srek1-201	1508.0	1670.0	1812.0	1352.0	1409.0	1271.0	450.0	1143.0
Erbin-207	8764.0	7786.0	11758.0	7080.0	7861.0	592.0	980.0	534.0
Nln-201	3028.0	2502.0	3003.0	2222.0	1683.0	345.0	512.0	647.0
Sgtb-201	3.0	10.0	9.0	7.0	9.0	1.0	3.0	1.0
Trappc13-201	1005.0	1119.0	1119.0	909.0	1029.0	141.0	206.0	172.0
Shld3-201	253.0	168.0	233.0	191.0	106.0	89.0	41.0	61.0
Trim23-201	290.0	270.0	318.0	190.0	205.0	12.0	73.0	7.0
Ppwd1-201	342.0	322.0	379.0	268.0	277.0	166.0	76.0	116.0
Cenpk-201	1025.0	835.0	956.0	716.0	606.0	966.0	286.0	956.0
Adamts6-203	38.0	31.0	24.0	34.0	27.0	5.0	4.0	3.0
Cwc27-201	1015.0	714.0	858.0	814.0	602.0	411.0	262.0	373.0
Srek1ip1-201	148.0	123.0	151.0	108.0	120.0	420.0	46.0	554.0
Shisal2b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rgs7bp-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4933425L06Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf180-202	6.0	5.0	12.0	8.0	2.0	0.0	0.0	0.0
Htr1a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ipo11-201	969.0	962.0	984.0	831.0	710.0	45.0	108.0	24.0
Dimt1-201	584.0	507.0	503.0	393.0	361.0	76.0	118.0	124.0
Kif2a-201	228.0	221.0	246.0	209.0	197.0	196.0	94.0	80.0
Zswim6-201	80.0	99.0	148.0	90.0	149.0	28.0	15.0	7.0
Ndufaf2-201	327.0	248.0	250.0	202.0	251.0	634.0	99.0	917.0
Smim15-205	66.0	108.0	61.0	67.0	99.0	22.0	19.0	15.0
Ercc8-201	264.0	203.0	247.0	199.0	139.0	58.0	47.0	58.0
Elovl7-201	61.0	75.0	110.0	66.0	233.0	18.0	77.0	24.0
Depdc1b-201	781.0	824.0	1061.0	727.0	627.0	111.0	183.0	74.0
Pde4d-209	172.0	116.0	138.0	122.0	97.0	24.0	30.0	13.0
Rab3c-201	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Gapt-201	2581.0	2414.0	3892.0	1967.0	4079.0	598.0	1174.0	712.0
Plk2-201	15.0	15.0	20.0	14.0	16.0	0.0	5.0	0.0
Actbl2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpbp1-201	2720.0	2508.0	2609.0	2115.0	2750.0	771.0	612.0	594.0
Mier3-203	194.0	141.0	211.0	153.0	194.0	8.0	20.0	8.0
Map3k1-201	45.0	65.0	65.0	42.0	62.0	35.0	16.0	24.0
Ankrd55-201	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Il6st-203	96.0	121.0	88.0	65.0	281.0	14.0	27.0	2.0
Il31ra-201	85.0	97.0	157.0	74.0	284.0	29.0	44.0	10.0
Ddx4-201	24.0	33.0	42.0	28.0	45.0	29.0	10.0	8.0
Slc38a9-201	233.0	221.0	297.0	216.0	294.0	44.0	55.0	29.0
Plpp1-201	1.0	2.0	0.0	5.0	0.0	0.0	0.0	3.0
Mtrex-201	3723.0	3554.0	4026.0	3165.0	3141.0	439.0	588.0	337.0
Dhx29-201	1000.0	1170.0	1276.0	973.0	918.0	161.0	158.0	150.0
Ccno-201	7.0	4.0	9.0	18.0	10.0	0.0	4.0	1.0
Mcidas-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc20b-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Gpx8-201	0.0	2.0	0.0	2.0	3.0	4.0	4.0	4.0
Gzma-201	62.0	66.0	40.0	31.0	78.0	50.0	61.0	52.0
Gzmk-201	4.0	7.0	11.0	4.0	2.0	0.0	7.0	0.0
Esm1-201	0.0	6.0	0.0	1.0	0.0	0.0	3.0	0.0
BC067074-203	1.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0
Snx18-201	277.0	313.0	377.0	313.0	418.0	24.0	60.0	13.0
Hspb3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Arl15-201	131.0	121.0	165.0	138.0	51.0	8.0	5.0	11.0
Ndufs4-201	1153.0	1139.0	981.0	910.0	954.0	2740.0	537.0	3393.0
Fst-205	1.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0
Mocs2-208	418.0	352.0	388.0	337.0	324.0	296.0	149.0	275.0
Itga2-201	4.0	1.0	10.0	7.0	3.0	0.0	0.0	0.0
Itga1-201	322.0	696.0	512.0	290.0	2963.0	244.0	466.0	245.0
Gm49395-202	0.0	0.0	0.0	0.0	11.0	23.0	4.0	5.0
Pelo-201	102.0	137.0	167.0	90.0	161.0	178.0	71.0	88.0
Isl1-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Parp8-203	2646.0	2528.0	3251.0	2155.0	3669.0	824.0	715.0	607.0
Emb-201	12053.0	12049.0	13082.0	11642.0	19115.0	2717.0	5755.0	4070.0
Hcn1-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Mrps30-201	1188.0	1137.0	1280.0	1120.0	974.0	885.0	434.0	647.0
Fgf10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nnt-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nnt-206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paip1-201	37.0	48.0	46.0	49.0	44.0	33.0	14.0	18.0
4833420G17Rik-203	1190.0	1079.0	1227.0	979.0	1019.0	1215.0	306.0	406.0
Tmem267-205	5.0	1.0	3.0	2.0	17.0	2.0	3.0	2.0
Ccl28-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hmgcs1-202	536.0	418.0	477.0	473.0	279.0	21.0	65.0	5.0
Nim1k-201	8.0	5.0	5.0	6.0	5.0	0.0	0.0	2.0
Zfp131-202	900.0	1112.0	1179.0	709.0	713.0	204.0	166.0	178.0
AF067063-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D13Ertd608e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tcstv1-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Gm21761-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B020031M17Rik-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm36079-201	9.0	5.0	3.0	3.0	7.0	1.0	1.0	6.0
Gm21188-203	174.0	167.0	229.0	142.0	160.0	52.0	66.0	55.0
Gm20767-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21818-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21762-202	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21731-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF067061-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC147527-202	9.0	14.0	33.0	6.0	91.0	115.0	55.0	68.0
Tcstv3-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2888-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2897-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gm10340-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5795-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D830030K20Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2956-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10413-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10409-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3005-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10408-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3012-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3020-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3043-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3002-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3033-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2916-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3029-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3095-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3099-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5796-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3115-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8108-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3127-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2974-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3138-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3149-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2610042L04Rik-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3159-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3164-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3173-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3182-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3047-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8159-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3239-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7876-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3252-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9602-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3269-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3264-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3278-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8297-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3298-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930555G01Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8281-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8279-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3317-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8271-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3526-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3542-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3500-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3194-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8246-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3187-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3488-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3532-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3383-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9603-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3373-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3424-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8237-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3248-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3453-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8206-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6337-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3468-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3476-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21560-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3411-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21103-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm16440-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3591-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3594-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8356-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3629-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3460-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10251-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8050-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3636-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8362-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3642-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3667-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6356-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10406-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3685-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3696-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6676-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3512-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm16434-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3727-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3739-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5797-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8374-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3755-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3752-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3558-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Gm10338-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flnb-201	813.0	1165.0	1532.0	687.0	1205.0	40.0	113.0	13.0
Gm45521-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dnase1l3-201	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0
Abhd6-202	7.0	7.0	1.0	8.0	43.0	14.0	23.0	47.0
Rpp14-202	371.0	346.0	343.0	272.0	313.0	269.0	86.0	229.0
Pxk-201	1749.0	1696.0	2013.0	1868.0	1438.0	96.0	261.0	111.0
Pdhb-201	3043.0	2697.0	3118.0	2518.0	2438.0	1256.0	935.0	1283.0
Kctd6-202	70.0	73.0	139.0	62.0	86.0	27.0	21.0	10.0
Acox2-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam107a-203	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Oit1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930452B06Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fhit-206	24.0	17.0	17.0	17.0	22.0	15.0	6.0	28.0
Gm3839-201	66.0	78.0	80.0	98.0	34.0	32.0	11.0	61.0
Ptprg-201	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0
Gm49355-201	6.0	2.0	5.0	7.0	4.0	0.0	0.0	0.0
3830406C13Rik-202	362.0	293.0	387.0	232.0	252.0	96.0	77.0	114.0
Fezf2-203	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Cadps-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synpr-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sntn-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm281-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Gm11100-202	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Thoc7-201	2155.0	1789.0	1895.0	1640.0	1533.0	1810.0	703.0	2007.0
Atxn7-201	161.0	181.0	229.0	211.0	192.0	25.0	35.0	6.0
Psmd6-201	4163.0	3976.0	3942.0	3289.0	2966.0	1875.0	1202.0	1869.0
Olfr720-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr31-203	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Il3ra-203	516.0	546.0	680.0	573.0	428.0	614.0	266.0	730.0
Olfr721-ps1-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc4a7-201	303.0	293.0	507.0	345.0	255.0	177.0	39.0	70.0
Nek10-206	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrrc3b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxsm-201	249.0	221.0	314.0	269.0	215.0	47.0	60.0	23.0
Ngly1-201	1364.0	1235.0	1392.0	1038.0	1260.0	272.0	377.0	158.0
Top2b-201	4402.0	4237.0	5684.0	4383.0	4394.0	931.0	836.0	729.0
Rarb-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thrb-202	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Nr1d2-201	65.0	97.0	88.0	60.0	63.0	8.0	6.0	0.0
Rpl15-202	6863.0	6063.0	5338.0	5185.0	4921.0	6273.0	2639.0	11453.0
Nkiras1-202	64.0	121.0	91.0	69.0	86.0	156.0	28.0	71.0
Ube2e1-201	1125.0	995.0	1049.0	898.0	826.0	264.0	374.0	246.0
Ube2e2-205	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Gm2244-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2237-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5458-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nid2-201	266.0	325.0	408.0	381.0	21.0	8.0	4.0	1.0
Rtraf-201	1883.0	1818.0	1654.0	1646.0	1385.0	1855.0	701.0	2374.0
Gng2-204	107.0	135.0	129.0	85.0	170.0	226.0	83.0	366.0
Saysd1-201	127.0	125.0	143.0	139.0	123.0	202.0	59.0	227.0
Kcnk5-201	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0
Kcnk16-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nudt13-201	155.0	153.0	138.0	111.0	129.0	58.0	82.0	69.0
Ecd-201	1673.0	1736.0	1942.0	1584.0	1530.0	183.0	540.0	311.0
Fam149b-203	288.0	254.0	328.0	267.0	225.0	29.0	50.0	30.0
Dnajc9-201	2041.0	2394.0	2454.0	1847.0	2078.0	1206.0	865.0	1247.0
Mrps16-201	843.0	741.0	764.0	606.0	628.0	994.0	348.0	2337.0
Cfap70-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anxa7-201	1095.0	1261.0	1176.0	1129.0	1045.0	403.0	320.0	289.0
Mss51-201	10.0	4.0	10.0	8.0	10.0	12.0	0.0	29.0
Ppp3cb-202	883.0	806.0	1068.0	881.0	668.0	104.0	174.0	47.0
Usp54-201	119.0	112.0	135.0	122.0	62.0	10.0	6.0	3.0
Myoz1-201	22.0	20.0	13.0	14.0	9.0	5.0	0.0	1.0
Synpo2l-202	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Sec24c-201	2077.0	2366.0	2932.0	2245.0	2328.0	124.0	332.0	24.0
Fut11-201	288.0	276.0	378.0	315.0	269.0	81.0	74.0	112.0
Chchd1-201	809.0	698.0	671.0	553.0	592.0	734.0	280.0	1714.0
Zswim8-201	309.0	319.0	486.0	341.0	350.0	99.0	38.0	65.0
Ndst2-202	499.0	449.0	771.0	556.0	577.0	56.0	79.0	30.0
Camk2g-201	160.0	151.0	194.0	163.0	172.0	14.0	26.0	21.0
Plau-201	5.0	6.0	7.0	0.0	5.0	2.0	0.0	0.0
