Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Slain2	NA	0.03	0.03	0.04	0.03	0.09	0.05	0.05	0.08
Slbp	NA	0.08	0.08	0.08	0.08	0.06	0.06	0.08	0.05
Slc10a3	NA	0.07	0.06	0.07	0.09	0.23	0.43	0.06	0.11
Slc10a7	NA	0.08	0.08	0.08	0.07	0.12	0.05	0.09	0.22
Slc11a1	NA	0.19	0.15	0.14	0.18	0.08	0.09	0.13	0.2
Slc11a2	NA	0.07	0.06	0.13	0.12	0.11	0.13	0.06	0.19
Slc12a4	NA	0.13	0.13	0.16	0.17	0.22	0.21	0.14	0.19
Slc12a7	NA	0.21	0.53	0.32	0.33	0.39	0.2	0.18	0.76
Slc12a9	NA	0.28	0.32	0.32	0.36	0.11	0.14	0.16	0.3
Slc13a3	NA	0.32	0.44	0.4	0.43	0.59	0.17	0.32	0.52
Slc15a4	NA	0.18	0.14	0.1	0.16	0.13	0.08	0.11	0.12
Slc16a1	NA	0.21	0.17	0.13	0.14	0.09	0.09	0.12	0.19
Slc16a10	NA	0.19	0.16	0.18	0.2	0.07	0.07	0.14	0.15
Slc16a13	NA	0.18	0.12	0.11	0.34	0.1	0.11	0.15	0.08
Slc16a3	NA	0.15	0.21	0.17	0.18	0.14	0.29	0.21	0.27
Slc16a6	NA	0.11	0.14	0.15	0.16	0.21	0.19	0.22	0.26
Slc16a7	NA	0.21	0.19	0.23	0.28	0.32	0.13	0.12	0.21
Slc17a5	NA	0.08	0.08	0.07	0.07	0.09	0.04	0.06	0.07
Slc17a9	NA	0.07	0.1	0.09	0.08	0.09	0.04	0.07	0.13
Slc18a1	NA	0.17	0.21	0.22	0.22	0.22	0.2	0.19	0.27
Slc19a1	NA	0.06	0.05	0.06	0.05	0.07	0.11	0.03	0.04
Slc1a3	NA	0.21	0.14	0.19	0.25	0.44	0.22	0.15	0.51
Slc1a5	NA	0.1	0.12	0.09	0.1	0.1	0.08	0.08	0.1
Slc20a1	NA	0.16	0.14	0.17	0.13	0.13	0.03	0.12	0.14
Slc20a2	NA	0.1	0.08	0.14	0.1	0.28	0.08	0.14	0.18
Slc22a15	NA	0.16	0.3	0.19	0.17	0.25	0.15	0.38	0.54
Slc22a3	NA	0.11	0.14	0.18	0.16	0.94	0.36	0.12	0.32
Slc22a4	NA	0.15	0.18	0.2	0.18	0.17	0.18	0.13	0.19
Slc23a2	NA	0.12	0.17	0.18	0.16	0.1	0.05	0.1	0.11
Slc25a1	NA	0.09	0.09	0.09	0.08	0.05	0.08	0.09	0.07
Slc25a10	NA	0.04	0.01	0.02	0.04	0.03	0.09	0.03	0.02
Slc25a11	NA	0.03	0.01	0.02	0.02	0.03	0.02	0.03	0.02
Slc25a12	NA	0.04	0.05	0.05	0.05	0.16	0.18	0.06	0.09
Slc25a13	NA	0.08	0.11	0.08	0.08	0.15	0.25	0.09	0.09
Slc25a14	NA	0.1	0.07	0.08	0.09	0.02	0.05	0.07	0.04
Slc25a15	NA	0.06	0.04	0.04	0.04	0.06	0.03	0.04	0.05
Slc25a16	NA	0.03	0.02	0.04	0.02	0.04	0.03	0.05	0.06
Slc25a17	NA	0.05	0.04	0.06	0.06	0.06	0.08	0.04	0.06
Slc25a20	NA	0.05	0.05	0.04	0.06	0.04	0.05	0.07	0.04
Slc25a22	NA	0.09	0.07	0.05	0.04	0.07	0.06	0.07	0.09
Slc25a24	NA	0.07	0.06	0.07	0.07	0.06	0.05	0.07	0.07
Slc25a25	NA	0.13	0.05	0.06	0.12	0.17	0.33	0.11	0.1
Slc25a28	NA	0.07	0.02	0.05	0.06	0.07	0.05	0.05	0.08
Slc25a3	NA	0.22	0.27	0.26	0.17	0.07	0.08	0.28	0.15
Slc25a30	NA	0.1	0.06	0.14	0.1	0.05	0.05	0.15	0.12
Slc25a32	NA	0.1	0.1	0.08	0.1	0.06	0.04	0.08	0.12
Slc25a36	NA	0.05	0.03	0.05	0.05	0.06	0.03	0.06	0.1
Slc25a37	NA	0.02	0.01	0.01	0.02	0	0	0.01	0.01
Slc25a39	NA	0.03	0.03	0.03	0.03	0.04	0.04	0.06	0.03
Slc25a4	NA	0.17	0.16	0.14	0.13	0.03	0.06	0.1	0.08
Slc25a40	NA	0.08	0.07	0.04	0.04	0.14	0.12	0.06	0.07
Slc25a44	NA	0.03	0.03	0.03	0.02	0.13	0.08	0.06	0.07
Slc25a45	NA	0.02	0.03	0.02	0.02	0.04	0.03	0.02	0.03
Slc25a46	NA	0.06	0.07	0.07	0.06	0.09	0.06	0.05	0.06
Slc25a5	NA	0.02	0.02	0.02	0.02	0.02	0.08	0.02	0.02
Slc25a51	NA	0.02	0.02	0.03	0.02	0.05	0.03	0.03	0.06
Slc26a2	NA	0.08	0.08	0.09	0.09	0.03	0.04	0.06	0.07
Slc27a1	NA	0.06	0.08	0.06	0.17	0.07	0.09	0.12	0.09
Slc27a4	NA	0.12	0.11	0.13	0.13	0.11	0.14	0.18	0.2
Slc28a2	NA	0.08	0.08	0.1	0.07	0.12	0.22	0.07	0.15
Slc29a1	NA	0.03	0.03	0.02	0.03	0.05	0.05	0.03	0.03
Slc29a3	NA	0.04	0.05	0.04	0.06	0.09	0.08	0.04	0.17
Slc2a1	NA	0.2	0.26	0.16	0.16	0.09	0.19	0.16	0.26
Slc2a3	NA	0.08	0.15	0.14	0.27	0.44	0.79	0.18	0.32
Slc2a6	NA	0.11	0.04	0.04	0.1	0.06	0.16	0.09	0.09
Slc2a9	NA	0.06	0.11	0.14	0.06	0.19	0.07	0.13	0.2
Slc30a1	NA	0.18	0.16	0.16	0.12	0.08	0.03	0.14	0.15
Slc30a5	NA	0.07	0.04	0.05	0.04	0.07	0.02	0.04	0.06
Slc30a6	NA	0.07	0.04	0.06	0.07	0.05	0.02	0.04	0.06
Slc30a7	NA	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.05
Slc30a9	NA	0.06	0.06	0.05	0.06	0.05	0.02	0.04	0.03
Slc31a1	NA	0.03	0.01	0.03	0.02	0.05	0.11	0.02	0.05
Slc31a2	NA	0.01	0.01	0.01	0.01	0.01	0.03	0	0.01
Slc33a1	NA	0.1	0.08	0.09	0.08	0.06	0.04	0.06	0.07
Slc35a1	NA	0.04	0.02	0.04	0.05	0.02	0.01	0.04	0.03
Slc35a3	NA	0.03	0.02	0.02	0.02	0.01	0	0.01	0.02
Slc35a4	NA	0	0.01	0.02	0	0.03	0.01	0.01	0.01
Slc35a5	NA	0.04	0.03	0.03	0.04	0.09	0.05	0.04	0.06
Slc35b1	NA	0.24	0.22	0.18	0.22	0.12	0.22	0.22	0.16
Slc35b2	NA	0.04	0.03	0.03	0.03	0.04	0.05	0.04	0.03
Slc35b3	NA	0.08	0.06	0.05	0.09	0.07	0.04	0.07	0.08
Slc35b4	NA	0.02	0.01	0.01	0.01	0.03	0.02	0.01	0.03
Slc35c1	NA	0.06	0.08	0.05	0.08	0.06	0.08	0.06	0.11
Slc35c2	NA	0.02	0.03	0.02	0.02	0.01	0.02	0.02	0.02
Slc35d1	NA	0.05	0.05	0.06	0.06	0.14	0.11	0.09	0.22
Slc35d2	NA	0.04	0.04	0.04	0.07	0.04	0.04	0.02	0.04
Slc35e1	NA	0.02	0.01	0.02	0.01	0.04	0.01	0.02	0.03
Slc35e2	NA	0.06	0.04	0.06	0.03	0.08	0.03	0.04	0.06
Slc35f5	NA	0.08	0.06	0.07	0.05	0.12	0.17	0.06	0.05
Slc35f6	NA	0.13	0.15	0.17	0.15	0.05	0.34	0.14	0.17
Slc35g1	NA	0.02	0.02	0.03	0.02	0.06	0.02	0.03	0.06
Slc36a1	NA	0.25	0.19	0.25	0.27	0.1	0.09	0.19	0.14
Slc36a4	NA	0.04	0.02	0.04	0.05	0.05	0.03	0.03	0.07
Slc37a1	NA	0.08	0.08	0.06	0.08	0.08	0.03	0.08	0.15
Slc37a4	NA	0.03	0.01	0.01	0.02	0.04	0.02	0.03	0.03
Slc38a1	NA	0.15	0.15	0.15	0.13	0.19	0.19	0.17	0.23
Slc38a10	NA	0.19	0.27	0.23	0.23	0.31	0.6	0.17	0.27
Slc38a2	NA	0.12	0.13	0.1	0.1	0.12	0.17	0.09	0.16
Slc38a6	NA	0.02	0.05	0.27	0.15	0.12	0.02	0.19	0.12
Slc38a7	NA	0.07	0.08	0.03	0.07	0.19	0.41	0.06	0.19
Slc38a9	NA	0.08	0.07	0.1	0.07	0.08	0.08	0.04	0.07
Slc39a1	NA	0.67	0.4	0.54	0.5	0.07	0.1	0.82	0.33
Slc39a10	NA	0.19	0.21	0.16	0.23	0.21	0.17	0.09	0.29
Slc39a11	NA	0.03	0.04	0.04	0.05	0.07	0.05	0.03	0.04
Slc39a14	NA	0.14	0.1	0.1	0.15	0.1	0.08	0.1	0.19
Slc39a6	NA	0.23	0.19	0.16	0.19	0.16	0.13	0.12	0.24
Slc39a9	NA	0.03	0.01	0.03	0.02	0.04	0.01	0.04	0.09
Slc3a2	NA	0.25	0.4	0.33	0.3	0.19	0.38	0.4	0.39
Slc40a1	NA	0.04	0.05	0.08	0.06	0.15	0.06	0.07	0.1
Slc41a3	NA	0.11	0.12	0.07	0.13	0.07	0.05	0.12	0.09
Slc43a2	NA	0.15	0.2	0.24	0.19	0.08	0.05	0.12	0.17
Slc43a3	NA	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.05
Slc44a2	NA	0.07	0.07	0.07	0.09	0.13	0.12	0.06	0.12
Slc44a4	NA	0.04	0.08	0.12	0.05	0.1	0.04	0.1	0.07
Slc45a4	NA	0.05	0.01	0.1	0.06	0.16	0.08	0.08	0.13
Slc46a1	NA	0.11	0.14	0.09	0.09	0.06	0.09	0.09	0.06
Slc48a1	NA	0.01	0.01	0.01	0.01	0.01	0	0	0.01
Slc49a4	NA	0.12	0.14	0.14	0.14	0.11	0.08	0.1	0.1
Slc4a1ap	NA	0.45	0.5	0.44	0.53	0.37	0.47	0.46	0.38
Slc4a2	NA	0.31	0.36	0.28	0.34	0.34	0.26	0.28	0.24
Slc4a5	NA	0.09	0.11	0.05	0.42	0.26	0	0.05	0.17
Slc4a7	NA	0.25	0.31	0.28	0.29	0.23	0.13	0.18	0.29
Slc4a8	NA	0.07	0.09	0.07	0.12	0.02	0.08	0.06	0.05
Slc50a1	NA	0.05	0.02	0.02	0.05	0.02	0.02	0.03	0.03
Slc52a2	NA	0.05	0.06	0.06	0.04	0.1	0.05	0.1	0.08
Slc5a11	NA	0.12	0.13	0.12	0.2	0.05	0.08	0.07	0.12
Slc5a3	NA	0.34	0.33	0.18	0.23	0.17	0.12	0.12	0.97
Slc5a6	NA	0.11	0.06	0.04	0.08	0.21	0.2	0.08	0.15
Slc6a6	NA	0.11	0.13	0.14	0.1	0.15	0.16	0.12	0.18
Slc7a1	NA	0.19	0.16	0.16	0.18	0.08	0.08	0.1	0.19
Slc7a2	NA	0.57	0.27	0.18	0.16	1.74	0.34	0.17	0.09
Slc7a5	NA	0.08	0.08	0.07	0.06	0.14	0.08	0.08	0.14
Slc7a6	NA	0.06	0.04	0.02	0.03	0.03	0.05	0.03	0.05
Slc7a6os	NA	0.12	0.06	0.08	0.12	0.03	0.01	0.06	0.05
Slc7a7	NA	0.07	0.12	0.05	0.09	0.08	0.09	0.09	0.15
Slc7a8	NA	0.12	0.12	0.15	0.12	0.64	0.15	0.15	0.38
Slc8a1	NA	1.75	1.68	1	1.08	1.01	0	0.41	2.65
Slc8b1	NA	0.08	0.11	0.1	0.11	0.09	0.04	0.1	0.13
Slc9a1	NA	0.21	0.44	0.38	0.39	0.55	0.41	0.33	0.46
Slc9a3r1	NA	0.14	0.13	0.12	0.14	0.13	0.11	0.17	0.1
Slc9a6	NA	0.13	0.14	0.11	0.15	0.12	0.08	0.09	0.33
Slc9a8	NA	0.08	0.11	0.14	0.13	0.11	0.11	0.1	0.18
Slc9a9	NA	0.15	0.22	0.18	0.3	0.24	0.36	0.16	0.4
Slco3a1	NA	0.06	0.09	0.11	0.08	0	0	0	0.12
Slco4a1	NA	0.03	0.01	0.04	0.05	0.06	0.04	0.03	0.02
Slco4c1	NA	0.07	0.02	0.11	0.07	0.04	0.07	0.04	0.06
Slf1	NA	0.08	0.07	0.09	0.08	0.08	0.09	0.06	0.11
Slf2	NA	0.1	0.06	0.09	0.06	0.26	0.12	0.06	0.15
Slfn1	NA	0.14	0.12	0.13	0.27	0.1	0.29	0.15	0.15
Slfn2	NA	0.05	0.04	0.04	0.05	0.03	0.03	0.05	0.03
Slfn3	NA	0.09	0.08	0.07	0.11	0.54	0.18	0.08	0.31
Slfn4	NA	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.02
Slfn5	NA	0.13	0.12	0.13	0.16	0.03	0.08	0.09	0.12
Slfn8	NA	0.05	0.05	0.03	0.06	0.11	0.16	0.05	0.09
Slfn9	NA	0.06	0.07	0.06	0.06	0.1	0.18	0.05	0.11
Slirp	NA	0.23	0.16	0.17	0.15	0.01	0.04	0.09	0.05
Slk	NA	0.29	0.32	0.35	0.33	0.61	0.59	0.35	0.56
Slmap	NA	0.1	0.13	0.15	0.09	0.23	0.12	0.14	0.26
Slpi	NA	0.03	0.05	0.03	0.05	0.01	0.02	0.04	0.03
Sltm	NA	0.26	0.2	0.22	0.2	0.2	0.13	0.29	0.18
Slu7	NA	0.16	0.15	0.12	0.12	0.17	0.25	0.16	0.13
Slx1b	NA	0.04	0.03	0.04	0.05	0	0.01	0.06	0.02
Slx4	NA	0.19	0.18	0.14	0.28	0.42	0.25	0.18	0.18
Slx4ip	NA	0.09	0.04	0.05	0.06	0.1	0.17	0.05	0.1
Smad1	NA	0.09	0.06	0.06	0.04	0.11	0.05	0.14	0.1
Smad2	NA	0.17	0.16	0.13	0.16	0.2	0.15	0.15	0.13
Smad3	NA	0.12	0.11	0.1	0.06	0.25	0.17	0.08	0.22
Smad4	NA	0.11	0.13	0.13	0.12	0.27	0.19	0.14	0.18
Smad5	NA	0.09	0.13	0.09	0.1	0.08	0.03	0.11	0.13
Smap1	NA	0.13	0.1	0.15	0.1	0.07	0.03	0.09	0.07
Smap2	NA	0.08	0.09	0.05	0.08	0.06	0.04	0.05	0.03
Smarca2	NA	0.24	0.37	0.32	0.29	0.23	0.18	0.23	0.36
Smarca4	NA	0.2	0.32	0.27	0.23	0.33	0.42	0.19	0.15
Smarca5	NA	0.09	0.09	0.09	0.07	0.1	0.12	0.07	0.09
Smarcad1	NA	0.15	0.14	0.14	0.12	0.3	0.27	0.1	0.17
Smarcal1	NA	0.21	0.19	0.19	0.2	0.31	0.32	0.26	0.29
Smarcb1	NA	0.12	0.17	0.14	0.14	0.07	0.12	0.13	0.06
Smarcc1	NA	0.35	0.41	0.38	0.34	0.23	0.36	0.24	0.27
Smarcc2	NA	0.18	0.26	0.22	0.21	0.42	0.55	0.13	0.27
Smarcd1	NA	0.07	0.04	0.1	0.07	0.07	0.05	0.06	0.04
Smarcd2	NA	0.06	0.07	0.05	0.07	0.06	0.05	0.06	0.05
Smarce1	NA	0.22	0.2	0.18	0.2	0.1	0.18	0.17	0.13
Smc1a	NA	0.2	0.25	0.25	0.22	0.25	0.54	0.16	0.16
Smc2	NA	0.11	0.1	0.1	0.09	0.11	0.11	0.04	0.05
Smc3	NA	0.14	0.13	0.16	0.12	0.13	0.15	0.1	0.08
Smc4	NA	0.1	0.09	0.12	0.09	0.1	0.12	0.08	0.07
Smc5	NA	0.25	0.22	0.27	0.28	0.4	0.44	0.25	0.23
Smc6	NA	0.14	0.1	0.14	0.11	0.15	0.12	0.11	0.1
Smchd1	NA	0.24	0.25	0.25	0.25	0.3	0.28	0.15	0.25
Smcr8	NA	0.26	0.2	0.17	0.25	0.39	0.25	0.22	0.29
Smdt1	NA	0.02	0.01	0.02	0.01	0	0	0.01	0.01
Smg1	NA	0.85	0.72	0.62	0.86	0.4	0.26	0.7	0.54
Smg5	NA	0.09	0.06	0.1	0.08	0.19	0.1	0.1	0.1
Smg6	NA	0.3	0.33	0.33	0.23	0.19	0.2	0.27	0.25
Smg7	NA	0.06	0.03	0.05	0.05	0.05	0.02	0.05	0.07
Smg8	NA	0.15	0.13	0.14	0.12	0.68	0.71	0.11	0.22
Smg9	NA	0.08	0.1	0.15	0.1	0.12	0.14	0.17	0.12
Smim11	NA	1.28	0.81	0.92	0.92	0.07	0.05	0.77	0.51
Smim12	NA	0.09	0.15	0.07	0.13	0.01	0.02	0.13	0.07
Smim14	NA	0	0	0	0	0	0	0	0
Smim15	NA	0.09	0.05	0.04	0.07	0.02	0.01	0.05	0.04
Smim20	NA	0.02	0.02	0.01	0.02	0.01	0	0.02	0
Smim24	NA	0.48	0.81	0.6	0.68	0.07	0.12	0.53	0.44
Smim26	NA	0.83	0.62	0.53	0.53	0.08	0.09	0.8	0.44
Smim4	NA	0.58	0.49	0.51	0.41	0.03	0.07	0.48	0.21
Smim7	NA	0.02	0.02	0.01	0.02	0	0.01	0.01	0.01
Smim8	NA	0.11	0.11	0.1	0.08	0.01	0.02	0.06	0.07
Smn1	NA	0.07	0.04	0.06	0.05	0.03	0.03	0.06	0.03
Smndc1	NA	0.27	0.27	0.31	0.3	0.1	0.09	0.21	0.14
Smox	NA	0.13	0.13	0.19	0.16	0.14	0.11	0.24	0.17
Smpd1	NA	0.03	0.08	0.06	0.08	0.06	0.04	0.03	0.06
Smpd2	NA	0.08	0.04	0.05	0.07	0.05	0.05	0.09	0.06
Smpd4	NA	0.05	0.05	0.06	0.06	0.11	0.09	0.06	0.11
Smpdl3a	NA	0.05	0.05	0.05	0.06	0.04	0.09	0.04	0.05
Sms	NA	0.13	0.1	0.1	0.12	0.09	0.07	0.14	0.11
Smtn	NA	0.07	0.16	0.13	0.14	0.12	0.18	0.11	0.1
Smu1	NA	0.14	0.17	0.15	0.16	0.11	0.2	0.11	0.09
Smurf2	NA	0.38	0.19	0.23	0.36	0.7	0.4	0.47	0.68
Smyd2	NA	0.07	0.03	0.03	0.05	0.06	0.04	0.03	0.02
Smyd3	NA	0.08	0.08	0.09	0.1	0.09	0.16	0.11	0.09
Smyd4	NA	0.15	0.13	0.11	0.13	0.14	0.09	0.12	0.13
Smyd5	NA	0.08	0.12	0.09	0.06	0.23	0.71	0.06	0.09
Snap23	NA	0.12	0.07	0.07	0.09	0.12	0.11	0.07	0.11
Snap29	NA	0.07	0.05	0.05	0.06	0.12	0.11	0.08	0.14
Snap47	NA	0.09	0.07	0.09	0.1	0.25	0.79	0.09	0.11
Snapc1	NA	0.18	0.16	0.11	0.15	0.08	0.06	0.12	0.09
Snapc2	NA	0.06	0.06	0.06	0.07	0.01	0.03	0.06	0.02
Snapc3	NA	0.13	0.07	0.07	0.04	0.03	0.07	0.07	0.05
Snapc4	NA	0.13	0.09	0.1	0.17	0.59	0.28	0.17	0.21
Snapc5	NA	0.04	0.05	0.03	0.05	0	0	0.04	0.02
Snapin	NA	0.02	0.01	0.01	0.02	0.03	0.03	0.02	0.04
Snd1	NA	0.14	0.23	0.21	0.15	0.24	0.48	0.12	0.12
Sned1	NA	0.08	0.09	0.16	0.3	0.08	0.09	0.21	0.14
Snf8	NA	0.14	0.11	0.12	0.13	0.06	0.06	0.22	0.13
Snip1	NA	0.07	0.08	0.07	0.08	0.04	0.02	0.07	0.05
Snrk	NA	0.07	0.09	0.06	0.07	0.11	0.05	0.06	0.06
Snrnp200	NA	0.25	0.32	0.33	0.22	0.75	1.9	0.16	0.28
Snrnp25	NA	0.07	0.1	0.1	0.09	0.02	0.02	0.1	0.04
Snrnp27	NA	0.15	0.15	0.13	0.17	0.02	0.03	0.15	0.1
Snrnp35	NA	0.23	0.18	0.13	0.18	0.03	0.09	0.11	0.06
Snrnp40	NA	0.05	0.05	0.04	0.05	0.03	0.05	0.05	0.03
Snrnp48	NA	0.26	0.18	0.17	0.26	0.05	0.02	0.16	0.11
Snrnp70	NA	0.49	0.63	0.57	0.55	0.09	0.17	0.48	0.25
Snrpa	NA	0.21	0.34	0.21	0.19	0.1	0.45	0.23	0.17
Snrpa1	NA	0.15	0.16	0.15	0.16	0.05	0.08	0.14	0.09
Snrpb	NA	0.1	0.09	0.07	0.08	0.04	0.06	0.1	0.07
Snrpb2	NA	0.19	0.14	0.14	0.15	0.02	0.03	0.11	0.06
Snrpc	NA	0.12	0.17	0.11	0.14	0.04	0.07	0.19	0.09
Snrpd1	NA	0.19	0.2	0.18	0.17	0.01	0.02	0.16	0.07
Snrpd2	NA	0.54	0.49	0.29	0.4	0.02	0.09	0.43	0.2
Snrpd3	NA	0.07	0.07	0.07	0.06	0.01	0.01	0.05	0.03
Snrpe	NA	0.39	0.35	0.37	0.36	0.02	0.04	0.3	0.16
Snrpf	NA	0.58	0.44	0.41	0.46	0.02	0.03	0.45	0.18
Snrpg	NA	0.04	0.01	0.01	0.02	0	0	0.01	0.01
Sntb2	NA	0.09	0.06	0.07	0.09	0.08	0.11	0.08	0.09
Snu13	NA	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Snupn	NA	0.18	0.17	0.16	0.16	0.05	0.06	0.15	0.09
Snw1	NA	0.22	0.2	0.2	0.21	0.23	0.7	0.16	0.14
Snx1	NA	0.14	0.15	0.12	0.14	0.14	0.25	0.12	0.11
Snx10	NA	0.04	0.03	0.03	0.04	0.06	0.05	0.04	0.05
Snx11	NA	0.03	0.03	0.04	0.03	0.08	0.03	0.07	0.04
Snx12	NA	0.05	0.04	0.03	0.05	0.02	0.04	0.03	0.05
Snx13	NA	0.05	0.04	0.07	0.06	0.13	0.06	0.05	0.07
Snx14	NA	0.13	0.11	0.14	0.12	0.09	0.14	0.1	0.11
Snx15	NA	0.07	0.07	0.08	0.06	0.06	0.03	0.08	0.05
Snx16	NA	0.09	0.03	0.05	0.05	0.14	0.07	0.09	0.09
Snx17	NA	0.07	0.08	0.09	0.08	0.08	0.09	0.08	0.06
Snx18	NA	0.08	0.11	0.06	0.07	0.13	0.08	0.07	0.11
Snx19	NA	0.15	0.21	0.25	0.21	0.23	0.15	0.17	0.33
Snx2	NA	0.16	0.12	0.11	0.13	0.19	0.19	0.15	0.16
Snx20	NA	0.09	0.09	0.07	0.09	0.05	0.08	0.14	0.08
Snx25	NA	0.11	0.08	0.11	0.09	0.16	0.09	0.11	0.1
Snx27	NA	0.27	0.29	0.26	0.21	0.39	0.42	0.31	0.27
Snx29	NA	0.45	0.5	1.12	1.18	0	1.78	1.26	1.84
Snx3	NA	0.06	0.06	0.06	0.06	0.04	0.03	0.05	0.03
Snx30	NA	0.18	0.12	0.06	0.15	0.06	0.04	0.1	0.12
Snx33	NA	0.11	0.1	0.17	0.1	0.15	0.07	0.13	0.05
Snx4	NA	0.16	0.14	0.16	0.13	0.23	0.39	0.16	0.15
Snx5	NA	0.21	0.18	0.19	0.18	0.15	0.15	0.22	0.18
Snx6	NA	0.07	0.06	0.06	0.07	0.05	0.08	0.05	0.05
Snx7	NA	0.09	0.07	0.06	0.14	0.23	0.08	0.13	0.11
Snx8	NA	0.16	0.1	0.11	0.1	0.08	0.05	0.11	0.11
Snx9	NA	0.16	0.14	0.14	0.12	0.24	0.11	0.13	0.13
Soat1	NA	0.1	0.09	0.08	0.1	0.08	0.07	0.06	0.1
Socs4	NA	0.13	0.07	0.09	0.07	0.09	0.02	0.09	0.08
Socs6	NA	0.04	0.04	0.04	0.04	0.16	0.05	0.09	0.08
Socs7	NA	0.24	0.29	0.25	0.13	0.09	0.02	0.22	0.09
Sod1	NA	1.72	0.91	0.97	1.03	0.04	0.08	0.81	0.37
Sod2	NA	0.1	0.08	0.07	0.08	0.03	0.04	0.09	0.06
Soga1	NA	0.18	0.16	0.4	1.52	0.58	0.67	0.44	0.35
Son	NA	0.25	0.23	0.29	0.23	0.09	0.11	0.22	0.15
Sord	NA	0.06	0.04	0.06	0.04	0.08	0.09	0.08	0.07
Sorl1	NA	0.25	0.48	0.49	0.62	0.35	0.4	0.32	0.69
Sort1	NA	0.13	0.16	0.17	0.17	0.21	0.31	0.12	0.31
Sos1	NA	0.19	0.13	0.2	0.14	0.23	0.08	0.23	0.31
Sos2	NA	0.15	0.12	0.19	0.12	0.52	0.16	0.14	0.27
Sowahc	NA	0.05	0.02	0.06	0.06	0.07	0.04	0.08	0.14
Sox13	NA	0.09	0.17	0.14	0.11	0.22	0.13	0.18	0.16
Sox4	NA	0.05	0.04	0.02	0.04	0.02	0.01	0.04	0.04
Sp1	NA	0.41	0.41	0.38	0.38	0.19	0.31	0.39	0.52
Sp100	NA	0.06	0.07	0.06	0.06	0.08	0.16	0.06	0.08
Sp110	NA	0.11	0.15	0.15	0.14	0.12	0.24	0.15	0.12
Sp140	NA	0.12	0.11	0.11	0.1	0.08	0.15	0.12	0.11
Sp2	NA	0.05	0.13	0.1	0.11	0.2	0.28	0.11	0.15
Sp3	NA	0.08	0.08	0.08	0.1	0.13	0.11	0.1	0.22
Sp4	NA	0.24	0.38	0.43	0.43	1.04	1.92	0.41	1.12
Spag5	NA	0.16	0.21	0.17	0.16	0.35	0.33	0.15	0.22
Spag7	NA	0.27	0.29	0.24	0.25	0.05	0.07	0.26	0.16
Spag9	NA	0.23	0.24	0.28	0.25	0.23	0.15	0.33	0.41
Sparc	NA	0.12	0.18	0.65	0.1	0.1	0.07	0.11	0.1
Spast	NA	0.11	0.08	0.1	0.07	0.14	0.08	0.13	0.14
Spata13	NA	0.06	0.06	0.08	0.04	0.08	0.04	0.06	0.09
Spata2	NA	0.04	0.05	0.04	0.03	0.1	0.07	0.06	0.07
Spata24	NA	0.5	0.26	0.53	0.36	0.05	0.06	0.51	0.17
Spata5	NA	0.14	0.09	0.11	0.16	0.2	0.25	0.11	0.09
Spata6	NA	0.05	0.05	0.1	0.04	0.11	0.05	0.13	0.06
Spats2	NA	0.23	0.08	0.06	0.05	0.29	0.18	0.14	0.2
Spc24	NA	0.16	0.23	0.17	0.24	0.04	0.06	0.24	0.15
Spc25	NA	0.16	0.12	0.1	0.16	0.11	0.11	0.17	0.15
Spcs1	NA	0.08	0.04	0.04	0.06	0	0	0.03	0.02
Spcs2	NA	0.04	0.03	0.03	0.03	0.01	0.02	0.02	0.02
Spcs3	NA	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.02
Spdl1	NA	0.22	0.18	0.2	0.23	0.16	0.41	0.16	0.16
Specc1	NA	0.28	0.38	0.31	0.33	1.06	1.73	0.21	0.31
Specc1l	NA	0.2	0.21	0.23	0.19	1.72	1.94	0.22	0.59
Spen	NA	1.03	1.02	1.32	1.12	1.41	1	0.98	0.68
Spg11	NA	0.18	0.23	0.25	0.22	1.15	0.84	0.22	0.48
Spg20	NA	0.16	0.16	0.14	0.15	0.26	0.28	0.16	0.15
Spg21	NA	0.05	0.04	0.04	0.05	0.06	0.14	0.05	0.05
Spg7	NA	0.2	0.27	0.26	0.21	0.14	0.12	0.15	0.15
Sphk2	NA	0.05	0.08	0.09	0.06	0.08	0.15	0.08	0.08
Spi1	NA	0.11	0.12	0.08	0.11	0.07	0.14	0.11	0.08
Spice1	NA	0.2	0.14	0.11	0.17	0.3	0.31	0.15	0.19
Spidr	NA	0.07	0.07	0.07	0.08	0.76	0.53	0.1	0.13
Spin1	NA	0.04	0.04	0.04	0.04	0.06	0.04	0.04	0.05
Spint2	NA	0.09	0.1	0.13	0.14	0.02	0.02	0.12	0.07
Spire1	NA	0.18	0.15	0.18	0.06	0.39	0.12	0.14	0.66
Spn	NA	0.09	0.12	0.1	0.12	0.04	0.06	0.11	0.12
Spns1	NA	0.05	0.03	0.04	0.04	0.01	0.02	0.05	0.04
Spns3	NA	0.2	0.49	0.4	0.56	0.17	0.48	0.26	0.37
